id_department,department_name,terrain_area,old_antenna,new_antenna_type
15,Guainia,1939800,1,b
12,Choco,1961800,9,e
29,Tolima,1205400,1,b
22,Norte de Santander,438200,24,e
19,Magdalena,1881200,25,e
5,Bolivar,450800,7,c
14,Cundinamarca,1187800,23,b
24,Quindio,987000,10,e
3,Arauca,1517800,25,c
14,Cundinamarca,1704200,21,a
24,Quindio,364200,5,b
12,Choco,1171800,7,b
14,Cundinamarca,989400,9,c
16,Guaviare,54600,12,b
25,Risaralda,564200,21,d
26,San Andres y Providencia,718000,4,c
13,Cordoba,1563800,0,b
27,Santander,1059800,0,c
30,Valle del Cauca,950000,25,d
30,Valle del Cauca,1032400,4,c
23,Putumayo,1820200,3,a
9,Casanare,777400,21,a
25,Risaralda,1401000,4,e
1,Amazonas,847200,11,c
24,Quindio,1283200,3,c
2,Antioquia,961400,7,b
29,Tolima,937400,27,d
17,Huila,187800,27,e
27,Santander,130200,18,b
19,Magdalena,209600,1,c
19,Magdalena,1586800,23,b
15,Guainia,1091200,28,e
6,Boyaca,1925000,17,e
28,Sucre,1607400,2,a
32,Vichada,1537800,21,e
18,La Guajira,355200,8,b
4,Atlantico,524400,17,d
9,Casanare,198800,21,e
21,Narino,4400,16,b
23,Putumayo,1088600,17,b
2,Antioquia,1855800,18,c
17,Huila,1881400,1,d
11,Cesar,850400,8,a
23,Putumayo,1289400,8,c
32,Vichada,210400,25,b
32,Vichada,247600,6,d
8,Caqueta,402000,5,e
18,La Guajira,1041800,1,a
18,La Guajira,1308600,24,a
32,Vichada,1130200,3,d
18,La Guajira,1783800,26,d
8,Caqueta,711600,2,d
8,Caqueta,1186800,18,c
7,Caldas,1153800,25,b
4,Atlantico,600600,10,e
5,Bolivar,1370200,12,a
22,Norte de Santander,1670600,4,d
11,Cesar,394800,27,a
17,Huila,1448600,12,a
19,Magdalena,709400,8,b
14,Cundinamarca,1850000,2,a
22,Norte de Santander,1993400,21,a
30,Valle del Cauca,866800,20,b
14,Cundinamarca,1020200,7,d
21,Narino,1674600,10,b
27,Santander,109800,4,b
7,Caldas,533800,5,a
14,Cundinamarca,1375000,13,e
13,Cordoba,569600,11,e
26,San Andres y Providencia,1529200,5,c
8,Caqueta,138600,16,d
25,Risaralda,830600,8,b
26,San Andres y Providencia,1605200,21,b
8,Caqueta,496600,15,c
25,Risaralda,932000,29,d
5,Bolivar,508600,25,d
24,Quindio,1067800,27,d
25,Risaralda,144000,17,d
29,Tolima,410600,19,b
24,Quindio,1112800,6,e
24,Quindio,425800,13,a
10,Cauca,907600,22,a
23,Putumayo,486600,25,b
24,Quindio,1985000,3,c
14,Cundinamarca,1738000,26,d
21,Narino,1744000,28,d
6,Boyaca,1302000,18,c
11,Cesar,1893000,19,e
29,Tolima,1562800,23,c
7,Caldas,1280800,25,a
31,Vaupes,459200,30,e
31,Vaupes,238000,21,a
27,Santander,395600,10,e
18,La Guajira,158400,1,e
2,Antioquia,1502200,22,e
14,Cundinamarca,1908800,8,a
21,Narino,1744200,10,b
8,Caqueta,1671000,13,c
25,Risaralda,718400,12,b
4,Atlantico,199200,27,e
15,Guainia,1771400,10,e
31,Vaupes,1404400,16,c
22,Norte de Santander,800400,2,e
8,Caqueta,1057400,9,e
12,Choco,1098400,23,b
6,Boyaca,636400,7,b
11,Cesar,315400,1,d
20,Meta,1017800,2,e
11,Cesar,1696000,15,d
19,Magdalena,1387000,14,a
3,Arauca,120000,2,a
30,Valle del Cauca,1033800,5,a
6,Boyaca,431200,17,c
24,Quindio,1779400,20,b
8,Caqueta,1575200,28,e
5,Bolivar,1959600,17,d
14,Cundinamarca,500200,17,d
17,Huila,487400,0,e
14,Cundinamarca,1863800,2,c
4,Atlantico,1327800,19,a
8,Caqueta,705000,28,d
10,Cauca,424800,7,e
14,Cundinamarca,1123200,0,b
10,Cauca,1728000,18,d
6,Boyaca,210400,8,d
27,Santander,749600,29,e
23,Putumayo,1006000,0,a
16,Guaviare,1305200,1,e
15,Guainia,882000,28,b
6,Boyaca,1620800,1,d
5,Bolivar,1272600,16,c
13,Cordoba,867800,30,e
22,Norte de Santander,1640400,19,c
30,Valle del Cauca,1899000,2,b
11,Cesar,691000,18,a
32,Vichada,1918600,12,e
6,Boyaca,1301600,28,d
27,Santander,1948200,19,e
26,San Andres y Providencia,1876400,3,a
3,Arauca,1738200,4,e
15,Guainia,1105200,0,b
32,Vichada,200200,17,d
29,Tolima,1865000,19,d
9,Casanare,1280200,22,a
17,Huila,1026000,30,b
5,Bolivar,582400,2,a
29,Tolima,1601400,1,a
24,Quindio,153000,30,b
2,Antioquia,1233000,26,d
1,Amazonas,375200,8,e
27,Santander,102600,11,a
16,Guaviare,1448600,19,d
16,Guaviare,1110800,29,a
28,Sucre,1333800,7,c
18,La Guajira,24800,21,a
30,Valle del Cauca,449000,16,e
10,Cauca,76800,30,c
31,Vaupes,756600,22,e
22,Norte de Santander,1830600,30,d
23,Putumayo,1126600,24,b
25,Risaralda,620800,27,a
4,Atlantico,115400,2,c
5,Bolivar,425800,30,c
22,Norte de Santander,1465400,13,c
21,Narino,702800,29,e
24,Quindio,970200,9,a
25,Risaralda,827800,22,a
26,San Andres y Providencia,1173800,6,a
29,Tolima,134400,30,d
25,Risaralda,793200,29,c
24,Quindio,1078800,10,e
28,Sucre,318000,9,d
18,La Guajira,77000,16,c
5,Bolivar,1907800,21,a
32,Vichada,1702400,22,d
26,San Andres y Providencia,1153000,18,b
12,Choco,1151200,21,d
5,Bolivar,1166000,27,e
15,Guainia,1909200,29,b
5,Bolivar,1207600,15,d
16,Guaviare,382600,0,c
16,Guaviare,1127600,19,b
31,Vaupes,42400,1,e
23,Putumayo,352400,7,b
23,Putumayo,1966000,27,e
23,Putumayo,1557600,28,c
28,Sucre,1216800,19,b
3,Arauca,1500600,22,a
19,Magdalena,1387400,7,d
6,Boyaca,1420000,12,d
16,Guaviare,96200,8,b
20,Meta,1979800,0,e
24,Quindio,1641400,17,c
4,Atlantico,1342200,4,d
31,Vaupes,1484000,0,a
32,Vichada,193000,16,d
24,Quindio,1250000,2,b
22,Norte de Santander,246000,25,b
9,Casanare,898600,13,b
8,Caqueta,507800,8,b
3,Arauca,190200,11,a
2,Antioquia,1457200,27,c
29,Tolima,1365600,10,d
7,Caldas,1649200,4,b
9,Casanare,173000,21,a
27,Santander,571600,7,c
10,Cauca,1411400,11,d
14,Cundinamarca,1126200,2,a
21,Narino,224600,9,a
16,Guaviare,1923600,28,d
1,Amazonas,1206600,30,c
18,La Guajira,1965200,15,b
13,Cordoba,1524000,3,b
27,Santander,1203400,0,b
12,Choco,488000,16,e
21,Narino,453800,8,d
12,Choco,1780000,2,e
23,Putumayo,1134200,4,b
5,Bolivar,1150000,19,a
30,Valle del Cauca,765600,12,b
14,Cundinamarca,1809200,13,e
13,Cordoba,966400,10,d
4,Atlantico,1404200,20,b
29,Tolima,1474600,12,e
10,Cauca,1683200,4,d
5,Bolivar,881000,0,a
32,Vichada,663600,24,b
7,Caldas,988000,8,b
28,Sucre,1736600,9,c
10,Cauca,1372000,23,e
8,Caqueta,235000,22,a
11,Cesar,1202600,8,a
10,Cauca,1930000,21,b
2,Antioquia,1240400,8,b
30,Valle del Cauca,723800,10,b
25,Risaralda,1868400,10,c
8,Caqueta,593000,20,e
19,Magdalena,1890400,20,d
10,Cauca,83600,22,e
18,La Guajira,1292000,17,c
3,Arauca,1296600,26,c
11,Cesar,797000,17,b
3,Arauca,1518000,30,e
11,Cesar,1638800,24,e
26,San Andres y Providencia,1040200,13,e
26,San Andres y Providencia,231200,15,b
14,Cundinamarca,1637000,5,d
31,Vaupes,1847000,7,c
10,Cauca,281000,29,e
9,Casanare,626200,27,d
14,Cundinamarca,200000,30,c
27,Santander,717200,23,a
11,Cesar,401600,27,c
12,Choco,1699600,30,a
7,Caldas,1528000,15,e
23,Putumayo,198400,28,e
18,La Guajira,1506000,2,d
26,San Andres y Providencia,723600,10,d
7,Caldas,1199400,2,d
27,Santander,1816600,7,a
31,Vaupes,1467600,6,b
19,Magdalena,477200,25,e
15,Guainia,1459600,8,b
22,Norte de Santander,618400,19,b
9,Casanare,1010200,19,a
15,Guainia,1119400,3,c
1,Amazonas,1130600,7,e
28,Sucre,1979400,7,e
25,Risaralda,1250000,7,b
21,Narino,1878600,15,b
22,Norte de Santander,20200,2,b
3,Arauca,896600,3,e
19,Magdalena,327600,7,c
29,Tolima,191800,19,d
27,Santander,1504400,30,a
15,Guainia,251800,0,b
19,Magdalena,1234200,30,e
1,Amazonas,1119800,5,b
25,Risaralda,937800,30,a
28,Sucre,65400,9,b
9,Casanare,1280000,19,e
10,Cauca,1879800,21,a
25,Risaralda,275000,17,a
7,Caldas,550200,18,c
1,Amazonas,1467800,3,c
11,Cesar,1039600,5,d
5,Bolivar,877000,14,e
1,Amazonas,794000,23,a
11,Cesar,1056600,15,c
28,Sucre,380600,9,b
21,Narino,812200,1,b
31,Vaupes,1736200,25,c
13,Cordoba,1589200,13,c
11,Cesar,1803800,30,c
5,Bolivar,500800,7,a
9,Casanare,1942400,15,c
9,Casanare,1341600,18,b
12,Choco,1623200,11,c
10,Cauca,1806600,10,d
23,Putumayo,1034200,4,d
14,Cundinamarca,1161400,3,e
14,Cundinamarca,482000,10,e
31,Vaupes,1004800,20,e
23,Putumayo,1210000,21,d
32,Vichada,400800,15,e
32,Vichada,512800,25,d
15,Guainia,1997400,13,a
20,Meta,970800,14,d
13,Cordoba,828400,28,c
14,Cundinamarca,1781800,10,a
23,Putumayo,1966200,22,e
12,Choco,966200,25,c
29,Tolima,1317200,12,e
27,Santander,956000,4,c
24,Quindio,1456000,10,a
18,La Guajira,1584200,20,d
3,Arauca,631400,22,d
7,Caldas,1985000,2,e
2,Antioquia,1441600,22,a
30,Valle del Cauca,1528600,7,e
14,Cundinamarca,974400,30,c
15,Guainia,1334200,8,b
20,Meta,192600,6,e
26,San Andres y Providencia,1318000,4,b
12,Choco,1455000,26,a
14,Cundinamarca,977400,23,b
31,Vaupes,68800,23,a
25,Risaralda,1917400,29,b
26,San Andres y Providencia,913000,17,a
30,Valle del Cauca,670400,12,a
6,Boyaca,147600,24,a
8,Caqueta,1982800,25,a
8,Caqueta,234600,7,e
6,Boyaca,1887400,5,c
29,Tolima,203800,5,b
8,Caqueta,1895200,23,c
25,Risaralda,499600,20,c
27,Santander,848200,17,c
25,Risaralda,826000,12,c
17,Huila,1770400,20,a
7,Caldas,685000,8,a
22,Norte de Santander,405400,4,d
3,Arauca,554400,15,b
3,Arauca,1601800,28,b
30,Valle del Cauca,688200,18,a
17,Huila,692600,21,e
26,San Andres y Providencia,771200,2,d
7,Caldas,361800,22,a
15,Guainia,980000,4,c
1,Amazonas,605000,17,c
31,Vaupes,1402000,2,e
13,Cordoba,490000,30,d
5,Bolivar,669600,15,b
26,San Andres y Providencia,1336400,11,a
27,Santander,1852000,9,d
21,Narino,1304200,17,c
19,Magdalena,1736000,22,a
19,Magdalena,719600,11,a
14,Cundinamarca,72200,25,b
31,Vaupes,773400,22,a
20,Meta,1349400,6,b
2,Antioquia,1647000,22,d
27,Santander,483200,11,d
7,Caldas,1579200,25,b
22,Norte de Santander,1938400,10,c
11,Cesar,203000,25,c
16,Guaviare,1568800,9,d
14,Cundinamarca,1336200,13,d
19,Magdalena,1263000,20,d
8,Caqueta,523800,17,c
30,Valle del Cauca,265400,26,d
23,Putumayo,1377400,0,b
7,Caldas,1676200,23,d
26,San Andres y Providencia,587800,10,d
6,Boyaca,1267600,9,d
14,Cundinamarca,1541000,30,d
16,Guaviare,921200,22,e
5,Bolivar,301400,5,d
7,Caldas,301000,26,b
21,Narino,1159200,27,c
4,Atlantico,677000,15,d
5,Bolivar,455000,0,b
21,Narino,749600,24,b
11,Cesar,380000,16,e
14,Cundinamarca,1723200,5,a
5,Bolivar,1150800,7,d
3,Arauca,949200,19,e
21,Narino,169800,18,a
32,Vichada,103200,21,a
26,San Andres y Providencia,75000,12,e
30,Valle del Cauca,1113600,23,b
9,Casanare,980400,7,c
19,Magdalena,1095400,15,b
30,Valle del Cauca,1161000,20,e
9,Casanare,855600,15,d
20,Meta,790400,28,e
11,Cesar,943400,10,e
6,Boyaca,62600,6,c
10,Cauca,894800,13,d
7,Caldas,1598800,27,d
24,Quindio,1649600,7,e
8,Caqueta,1132000,4,c
20,Meta,162400,6,e
5,Bolivar,356000,2,b
23,Putumayo,1828200,26,e
19,Magdalena,741400,14,a
25,Risaralda,1869600,1,e
11,Cesar,1683200,9,d
10,Cauca,1641600,0,d
31,Vaupes,1681800,16,d
5,Bolivar,452400,18,c
9,Casanare,146400,27,a
17,Huila,1249600,28,e
22,Norte de Santander,1771400,8,d
13,Cordoba,441600,10,a
5,Bolivar,1829600,21,a
26,San Andres y Providencia,1224000,8,c
13,Cordoba,854200,10,e
10,Cauca,1206200,21,d
8,Caqueta,973600,17,d
22,Norte de Santander,1317000,28,e
23,Putumayo,1860800,17,c
31,Vaupes,1974400,24,d
7,Caldas,1008400,17,a
11,Cesar,934200,19,a
23,Putumayo,1975200,11,d
27,Santander,1820000,9,a
32,Vichada,1019200,15,b
14,Cundinamarca,1164800,16,b
13,Cordoba,56400,3,b
4,Atlantico,627600,20,b
20,Meta,655200,8,d
6,Boyaca,54400,17,c
21,Narino,1304600,7,d
6,Boyaca,1783200,4,a
16,Guaviare,1854800,12,c
15,Guainia,1873200,22,e
25,Risaralda,1206800,15,c
7,Caldas,1445200,0,c
11,Cesar,1065800,22,c
8,Caqueta,844800,5,b
7,Caldas,431800,30,c
28,Sucre,478800,25,e
13,Cordoba,1229800,18,b
19,Magdalena,1364200,6,a
17,Huila,696200,13,e
9,Casanare,1389800,17,b
24,Quindio,1243000,26,a
30,Valle del Cauca,1821600,8,e
31,Vaupes,691400,25,d
29,Tolima,153600,14,e
16,Guaviare,1249800,1,b
13,Cordoba,1838000,3,e
1,Amazonas,1598000,15,c
21,Narino,1388600,1,c
28,Sucre,1444400,25,d
22,Norte de Santander,131800,14,b
8,Caqueta,1298000,24,a
14,Cundinamarca,1050800,3,e
31,Vaupes,1576200,2,a
8,Caqueta,1214600,30,a
32,Vichada,1014600,13,a
9,Casanare,240200,2,e
8,Caqueta,962000,20,c
31,Vaupes,1615000,29,b
16,Guaviare,716200,5,b
21,Narino,1160800,5,d
22,Norte de Santander,1901200,19,b
3,Arauca,1809800,7,c
17,Huila,977400,22,a
3,Arauca,784200,2,b
10,Cauca,238200,6,a
5,Bolivar,1607600,22,a
11,Cesar,239600,10,b
4,Atlantico,740000,3,c
3,Arauca,965200,25,a
2,Antioquia,1831800,28,d
16,Guaviare,1440200,22,d
2,Antioquia,831000,2,c
24,Quindio,246800,8,a
20,Meta,1382800,3,e
27,Santander,1503000,3,c
12,Choco,500000,8,c
2,Antioquia,624200,2,a
25,Risaralda,1427600,3,b
1,Amazonas,1706400,22,e
25,Risaralda,939400,2,d
9,Casanare,974000,13,c
15,Guainia,975800,13,e
23,Putumayo,1407400,4,b
1,Amazonas,1973200,25,a
12,Choco,700200,7,e
20,Meta,451400,19,c
2,Antioquia,408400,8,c
7,Caldas,921800,9,a
16,Guaviare,1487800,28,c
27,Santander,963200,27,b
27,Santander,1143400,29,d
7,Caldas,147200,23,a
8,Caqueta,1611200,29,d
29,Tolima,245200,19,b
13,Cordoba,662400,24,d
1,Amazonas,1326200,12,b
9,Casanare,264400,16,d
25,Risaralda,580400,7,e
24,Quindio,420400,30,d
25,Risaralda,1028400,15,d
24,Quindio,398400,9,b
4,Atlantico,709400,21,d
18,La Guajira,1053800,30,d
19,Magdalena,469000,12,e
7,Caldas,1872000,16,a
2,Antioquia,474400,8,a
12,Choco,165600,23,d
24,Quindio,272800,20,e
4,Atlantico,1309600,9,c
31,Vaupes,1090000,16,d
5,Bolivar,46200,0,c
28,Sucre,1510000,9,d
23,Putumayo,1845000,22,d
3,Arauca,62600,28,e
16,Guaviare,606600,11,a
28,Sucre,1148400,16,e
29,Tolima,583400,21,c
21,Narino,1098200,2,b
13,Cordoba,153000,3,d
2,Antioquia,1345600,23,c
27,Santander,1409600,13,b
18,La Guajira,906200,20,d
14,Cundinamarca,1667800,23,a
20,Meta,1935000,18,d
19,Magdalena,961800,22,d
25,Risaralda,905800,14,d
20,Meta,1097000,20,d
28,Sucre,525200,17,a
13,Cordoba,246400,29,e
24,Quindio,814800,5,e
11,Cesar,261800,28,d
19,Magdalena,274400,8,a
6,Boyaca,1556600,16,e
31,Vaupes,57200,8,b
8,Caqueta,1062000,12,e
24,Quindio,32800,7,a
28,Sucre,556000,8,e
6,Boyaca,285400,6,d
30,Valle del Cauca,72200,15,c
18,La Guajira,889600,4,e
9,Casanare,1131600,2,a
15,Guainia,295000,25,b
4,Atlantico,137000,29,c
11,Cesar,1739400,4,c
21,Narino,1043200,23,c
30,Valle del Cauca,1381200,0,e
5,Bolivar,1628000,23,b
15,Guainia,1944000,0,e
31,Vaupes,834400,12,c
22,Norte de Santander,1083600,3,c
28,Sucre,298800,19,a
31,Vaupes,38600,16,d
27,Santander,1382600,24,e
10,Cauca,1641000,15,e
10,Cauca,1522200,1,c
23,Putumayo,1948800,12,c
4,Atlantico,1208600,1,a
12,Choco,657600,22,c
4,Atlantico,1344600,3,e
9,Casanare,207600,15,a
11,Cesar,1101000,17,c
9,Casanare,146200,4,e
27,Santander,1266800,14,e
6,Boyaca,557200,10,c
13,Cordoba,714200,4,c
13,Cordoba,83600,11,a
14,Cundinamarca,1133000,10,a
5,Bolivar,910400,10,d
17,Huila,1979200,17,c
18,La Guajira,1444000,26,d
10,Cauca,297600,0,c
3,Arauca,1828800,18,a
17,Huila,578600,10,a
30,Valle del Cauca,1723600,2,d
23,Putumayo,504200,1,e
11,Cesar,969200,18,b
16,Guaviare,902800,21,e
13,Cordoba,476600,26,d
6,Boyaca,60200,15,a
1,Amazonas,539200,9,e
4,Atlantico,788600,20,e
4,Atlantico,758200,8,c
29,Tolima,355200,5,b
5,Bolivar,1915000,24,d
15,Guainia,1998200,4,b
4,Atlantico,1434200,5,b
8,Caqueta,520400,14,d
6,Boyaca,151400,5,c
8,Caqueta,1645000,20,a
28,Sucre,1977600,17,c
2,Antioquia,802400,29,c
4,Atlantico,586000,26,b
30,Valle del Cauca,335800,1,d
22,Norte de Santander,113200,27,d
23,Putumayo,1313800,19,c
4,Atlantico,1328600,6,c
1,Amazonas,639600,16,e
2,Antioquia,1759800,29,d
20,Meta,598200,15,e
13,Cordoba,508000,3,a
28,Sucre,1257000,22,e
27,Santander,349200,8,d
26,San Andres y Providencia,1499000,25,e
28,Sucre,527800,27,b
8,Caqueta,965000,27,e
22,Norte de Santander,1106200,29,b
4,Atlantico,962600,23,a
3,Arauca,458200,8,e
22,Norte de Santander,1949800,19,d
14,Cundinamarca,882600,22,b
23,Putumayo,1451200,12,e
26,San Andres y Providencia,1840200,29,d
2,Antioquia,15400,29,b
15,Guainia,603600,15,e
5,Bolivar,48400,1,e
7,Caldas,674000,16,a
6,Boyaca,986200,17,e
9,Casanare,773800,7,d
9,Casanare,570000,21,d
8,Caqueta,1492600,15,d
8,Caqueta,1286600,2,a
29,Tolima,1291200,5,a
24,Quindio,1770200,28,b
20,Meta,1822200,7,e
4,Atlantico,1197000,19,e
15,Guainia,1515000,26,a
12,Choco,917600,25,c
24,Quindio,1867800,20,e
30,Valle del Cauca,1609000,8,a
31,Vaupes,205200,4,e
1,Amazonas,979600,24,d
4,Atlantico,204000,28,a
9,Casanare,1388400,10,b
10,Cauca,1854400,28,b
11,Cesar,613800,20,b
30,Valle del Cauca,554400,17,e
3,Arauca,51600,9,a
14,Cundinamarca,1448600,17,b
5,Bolivar,394200,7,c
18,La Guajira,1060200,14,c
4,Atlantico,904200,24,d
23,Putumayo,1646200,27,e
6,Boyaca,1179400,30,e
7,Caldas,864800,18,b
25,Risaralda,1501000,13,a
6,Boyaca,336400,13,a
23,Putumayo,713800,21,a
20,Meta,1631600,25,d
26,San Andres y Providencia,518800,2,b
19,Magdalena,951200,8,c
10,Cauca,1452600,5,b
6,Boyaca,1794000,29,c
11,Cesar,189000,29,a
9,Casanare,1643600,27,d
30,Valle del Cauca,1067200,16,b
19,Magdalena,1621200,22,c
30,Valle del Cauca,1594000,28,e
31,Vaupes,583800,24,a
31,Vaupes,201800,22,a
28,Sucre,702200,3,d
7,Caldas,32200,17,c
14,Cundinamarca,1031800,12,e
1,Amazonas,957800,14,e
25,Risaralda,31600,14,d
13,Cordoba,1071600,2,e
22,Norte de Santander,791800,22,a
11,Cesar,1803400,5,a
32,Vichada,413800,16,e
11,Cesar,259600,16,e
2,Antioquia,292000,11,c
30,Valle del Cauca,918600,18,e
28,Sucre,138400,24,c
9,Casanare,27600,0,d
25,Risaralda,909800,14,c
29,Tolima,1171400,6,b
13,Cordoba,816600,27,c
29,Tolima,203600,13,a
29,Tolima,255600,17,d
4,Atlantico,436200,20,a
22,Norte de Santander,679600,15,b
11,Cesar,1393800,20,e
3,Arauca,595000,19,a
4,Atlantico,581400,0,c
29,Tolima,1268400,30,c
13,Cordoba,1533200,10,b
18,La Guajira,327800,29,a
13,Cordoba,2000000,4,d
29,Tolima,100600,8,b
9,Casanare,1315200,22,b
11,Cesar,1999000,19,b
21,Narino,1833000,16,e
9,Casanare,244400,16,b
29,Tolima,261800,26,b
1,Amazonas,1558800,12,c
14,Cundinamarca,254400,27,d
2,Antioquia,919000,27,e
22,Norte de Santander,1233000,21,a
4,Atlantico,1198400,0,c
20,Meta,1061200,9,c
24,Quindio,1971200,28,e
2,Antioquia,683400,30,c
11,Cesar,1299800,29,c
2,Antioquia,731000,5,a
2,Antioquia,1421400,13,d
11,Cesar,471600,22,d
26,San Andres y Providencia,810200,20,c
7,Caldas,127600,19,b
18,La Guajira,337600,24,e
12,Choco,493600,5,d
24,Quindio,1002800,12,d
14,Cundinamarca,87800,30,a
23,Putumayo,898200,13,c
22,Norte de Santander,161400,1,b
21,Narino,771800,13,c
19,Magdalena,1288200,13,c
7,Caldas,584000,22,c
2,Antioquia,208400,28,e
13,Cordoba,378800,19,c
8,Caqueta,289800,16,c
6,Boyaca,626600,22,d
9,Casanare,338200,9,b
18,La Guajira,1866600,7,b
16,Guaviare,356800,11,d
13,Cordoba,987000,26,b
12,Choco,931400,4,b
18,La Guajira,1917800,20,e
19,Magdalena,20800,21,e
5,Bolivar,573000,26,c
30,Valle del Cauca,770000,26,d
13,Cordoba,1214000,3,e
26,San Andres y Providencia,631000,7,b
22,Norte de Santander,467600,22,e
24,Quindio,407600,28,b
17,Huila,1512600,27,a
13,Cordoba,1857400,22,b
7,Caldas,958000,8,d
16,Guaviare,510600,0,c
30,Valle del Cauca,829400,24,c
27,Santander,1597800,17,e
31,Vaupes,1163600,24,a
22,Norte de Santander,1205200,4,a
12,Choco,906600,22,e
23,Putumayo,131800,27,d
8,Caqueta,934800,14,b
22,Norte de Santander,141600,2,d
29,Tolima,768200,18,a
6,Boyaca,604000,13,a
2,Antioquia,1567200,1,b
3,Arauca,1478800,3,a
4,Atlantico,602600,18,b
17,Huila,1029200,12,d
7,Caldas,1611800,4,e
6,Boyaca,69400,23,e
22,Norte de Santander,1399600,9,d
19,Magdalena,1291000,24,c
6,Boyaca,89200,26,c
8,Caqueta,346800,12,a
2,Antioquia,1112600,28,d
21,Narino,578800,20,b
4,Atlantico,80000,3,d
20,Meta,912800,20,e
25,Risaralda,321400,23,e
15,Guainia,611000,23,b
31,Vaupes,795800,20,c
16,Guaviare,1240600,11,e
21,Narino,1197000,20,e
31,Vaupes,677000,3,b
9,Casanare,378600,10,c
13,Cordoba,82200,15,d
1,Amazonas,1730600,5,b
27,Santander,83200,0,b
14,Cundinamarca,1947800,28,c
16,Guaviare,967200,19,e
5,Bolivar,514400,26,e
15,Guainia,1792200,0,b
18,La Guajira,1012200,3,b
22,Norte de Santander,783200,28,b
23,Putumayo,1122000,21,a
19,Magdalena,1982200,20,e
2,Antioquia,1864400,29,e
28,Sucre,1109200,26,d
12,Choco,1647600,17,d
6,Boyaca,1309400,9,b
16,Guaviare,1349200,28,c
17,Huila,1773400,30,d
22,Norte de Santander,1654400,24,a
16,Guaviare,1120000,16,d
6,Boyaca,1535400,6,d
16,Guaviare,1299200,4,e
8,Caqueta,288400,15,a
32,Vichada,284000,9,d
18,La Guajira,20200,13,e
12,Choco,1293400,0,a
25,Risaralda,940200,6,d
32,Vichada,1705000,11,c
2,Antioquia,91800,19,c
4,Atlantico,1189200,21,c
5,Bolivar,1340200,15,d
16,Guaviare,916800,14,c
18,La Guajira,12400,13,e
6,Boyaca,1781200,29,b
8,Caqueta,1595600,22,b
6,Boyaca,1693000,18,b
22,Norte de Santander,299800,21,d
11,Cesar,995000,24,e
8,Caqueta,64800,15,a
31,Vaupes,711200,9,e
28,Sucre,1643000,2,c
8,Caqueta,84600,25,d
11,Cesar,1204200,18,c
5,Bolivar,545200,24,c
24,Quindio,441200,20,b
13,Cordoba,1948400,13,d
11,Cesar,467800,28,a
30,Valle del Cauca,721600,23,a
11,Cesar,1925200,10,a
28,Sucre,1924400,6,e
3,Arauca,1467200,17,a
6,Boyaca,1301200,22,c
9,Casanare,864400,26,d
6,Boyaca,1342000,0,b
20,Meta,1965200,25,e
23,Putumayo,1364000,19,d
21,Narino,534200,14,a
6,Boyaca,396800,7,a
3,Arauca,736200,7,e
2,Antioquia,1307200,29,c
8,Caqueta,218000,3,b
2,Antioquia,6400,13,e
28,Sucre,1736000,3,c
16,Guaviare,182400,14,b
15,Guainia,1465800,28,a
19,Magdalena,1648000,4,b
21,Narino,1837800,13,d
10,Cauca,727000,17,d
2,Antioquia,1070400,8,c
13,Cordoba,1213600,11,b
20,Meta,803200,24,c
27,Santander,1670800,7,e
14,Cundinamarca,1125800,9,a
27,Santander,208800,1,b
22,Norte de Santander,158000,20,b
31,Vaupes,1526000,13,d
4,Atlantico,1791000,27,d
7,Caldas,1624200,22,a
29,Tolima,91200,3,e
19,Magdalena,824400,16,c
10,Cauca,741400,6,c
24,Quindio,1348400,24,d
15,Guainia,564200,28,a
32,Vichada,1804800,1,a
29,Tolima,1810600,18,b
9,Casanare,1418600,5,a
4,Atlantico,650400,12,c
2,Antioquia,1363200,10,b
32,Vichada,1537600,10,e
18,La Guajira,1596000,12,a
28,Sucre,1987800,4,c
15,Guainia,1887400,22,e
19,Magdalena,1351000,22,a
24,Quindio,266000,2,a
21,Narino,365200,3,b
10,Cauca,1320400,23,a
9,Casanare,573200,7,e
21,Narino,1234600,18,e
5,Bolivar,1622600,19,c
9,Casanare,497600,3,e
11,Cesar,1596400,1,a
32,Vichada,1298600,29,d
25,Risaralda,1565600,18,a
11,Cesar,1813200,26,c
13,Cordoba,574800,3,c
15,Guainia,154400,2,a
12,Choco,908200,10,e
10,Cauca,218800,8,a
24,Quindio,1758800,5,a
28,Sucre,729600,7,e
27,Santander,1928800,7,d
24,Quindio,1013800,12,d
18,La Guajira,1046800,29,e
18,La Guajira,1131400,29,c
19,Magdalena,334800,0,d
8,Caqueta,1202400,18,e
1,Amazonas,109800,26,d
3,Arauca,424600,25,c
18,La Guajira,412800,29,d
24,Quindio,643400,28,e
23,Putumayo,1579800,17,d
18,La Guajira,996200,30,c
7,Caldas,1472600,26,a
2,Antioquia,530000,15,b
19,Magdalena,1518200,15,e
26,San Andres y Providencia,1563200,14,c
1,Amazonas,498800,9,d
1,Amazonas,1197800,19,d
12,Choco,939800,2,e
19,Magdalena,1275200,4,e
3,Arauca,556800,19,c
32,Vichada,1860400,16,c
5,Bolivar,1193000,14,c
29,Tolima,1357000,5,e
11,Cesar,92200,18,b
5,Bolivar,154400,10,c
31,Vaupes,1875000,4,e
28,Sucre,89400,1,e
27,Santander,376600,30,d
22,Norte de Santander,1145000,16,d
